prohibit*,-2
promis*,2
promiscu*,-2
promissory,1
propaganda,-2
prosecut*,-2
prosperity,2
prosperous,2
protest*,-2
proud*,2
proudhon,1
provocation*,-2
provoke,-2
prowl*,-2
pry*,-2
puk*,-3
puka,3
pukka,3
punch*,-2
punish*,-2
puny,-2
puzzlement,-2
qualm,-2
quandary,-2
quarrel*,-3
queer,-2
questionable,-2
quibble,-2
quit,-2
quitter,-2
racis*,-2
radian,1
radian*,3
radians,1
radical*,-2
rage*,-4
raging,-4
raid,-2
ramble,-2
rampant,-2
rancid*,-3
rape*,-4
rapeseed,1
raping,-4
rapist*,-4
rapt,4
rascal,-2
rash,-2
rat,-2
ration,-2
ravag*,-2
reactionar*,-2
reactive,-2
readiness,1
ready,1
reassur*,2
rebel*,-2
rebuff*,-2
rebuke*,-2
rebut*,-2
recalcitrant,-2
recede,-2
recession*,-2
reckless*,-2
recoil,-2
redundan*,-2
reek*,-3
refrain*,-2
refugee*,-2
refusal*,-2
refuse*,-2
regardless,-2
regress*,-2
regret*,-2
reject*,-2
rejoice,4
relapse,-2
relax*,3
relief,2
reliev*,2
reluctan*,-2
remorse*,-3
renounce*,-2
renunciation*,-2
repeal*,-2
reprehensib*,-4
repress*,-2
reproach*,-2
repudiate*,-2
repugnan*,-3
repulse,-2
repulsive,-4
resent*,-3
resign*,-2
resignation*,-2
resolv*,2
resourcefulness,2
respect*,3
restless*,-2
restrict*,-2
retaliat*,-2
retard*,-2
retch*,-3
retire*,-2
retreat*,-2
revenge*,-2
revere,2
revert*,-2
revigor*,2
revitalize,2
revoke*,-2
revolt*,-2
revolution*,-2
reward*,2
rich*,1
richard*,1
richmond*,1
richness,2
rid,-2
ridicul*,-3
rigid*,-2
rigor,1
rigorous,1
rip,-2
risk*,-2
risky,-2
rival,-2
rivalry,-2
robber*,-2
rock,2
rofl,3
rogue,-2
romanc*,4
romantic*,4
rot,-2
rotten*,-3
rough*,-2
roundabout,-2
rubbish,-3
rude*,-3
rue,-2
ruffian*,-2
ruin*,-2
ruins,1
rumor,-2
rumple,-2
runaway*,-2
rupture*,-2
rusty,-2
ruthless*,-3
sabotage*,-2
sad,-4
sadde*,-4
sadly,-2
sadness,-4
safe*,2
sag*,-2
sank,-2
sap,-2
sarcas*,-3
satan*,-3
satisf*,2
savage*,-3
save*,2
scald*,-2
scandal*,-3
scapegoat*,-3
scar,-2
scarcity,-2
scare*,-4
scarecrow*,1
scaremonger*,-3
scariest,-4
scaring,-4
scary,-4
sceptic*,-2
scoff*,-2
scold*,-2
scorch*,-2
scorn*,-2
scoundrel*,-2
scowl*,-2
scrape,-2
scream*,-4
screech,-2
screw*,1
scrumptious*,4
scrutinize*,-2
scuffle,-2
scum,-3
scummy,-2
secede,-2
secession,-2
secrecy,-1
secret,-1
secur*,2
sedentary,-2
seeth*,-2
segregation,-2
seize,-2
selfish*,-4
senil*,-2
senseless*,-2
sentimental*,3
sequester*,-2
serious,-2
seriously,-1
seriousness,-2
servitude,-2
sever,-2
severe*,-2
severity,-2
sexist,-3
sexy,3
shabby,-2
shady,-2
shaggy,-2
shake*,-2
shakespear*,1
